generation,treatment,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
GO000012-F2,COMO 5然 Bap,COMO 5然 Bap-Arena 7-07312020-1135,3.294,3.854,3.771,3.451,4.039,3.151,3.594,3.648,3.422,3.462,4.018,3.905,3.069,4.165,3.435,3.404,3.535,4.421,3.463,3.372,3.774,4.511,3.559,4.155,3.364,3.706,4.022,4.054,3.777
GO000012-F2,COMO 5然 Bap,COMO 5然 Bap-Arena 8-07312020-1225,4.261,4.967,4.477,4.388,4.011,4.264,4.807,4.461,4.222,4.202,4.784,4.375,3.943,3.822,4.849,4.309,4.376,4.936,4.589,4.013,4.834,4.476,4.347,4.358,4.45,3.78,4.343,4.21,3.692
GO000012-F2,COMO 5然 Bap,COMO 5然 Bap-Arena 8-08032020-1238,4.173,4.393,3.834,4.783,4.397,4.489,3.762,3.675,4.472,4.132,3.674,3.999,3.802,3.946,3.444,3.428,3.652,3.979,3.639,3.9,3.954,3.808,3.682,4.085,3.734,3.732,3.775,3.92,3.956
GO000012-F2,COMO DMSO,COMO DMSO-Arena 1-07312020-531,4.925,4.881,4.643,4.877,4.68,4.404,5.28,4.561,4.786,4.64,4.147,4.27,4.179,4.133,3.863,3.659,3.467,3.711,3.855,3.811,4.887,5.543,5.159,4.188,4.355,3.702,3.582,3.319,3.59
GO000012-F2,COMO DMSO,COMO DMSO-Arena 1-07312020-307,4.313,4.485,4.134,4.095,4.3,3.376,4.008,4.64,3.804,3.816,3.558,4.505,3.755,3.772,3.363,4.154,3.798,3.656,4.005,2.941,3.452,3.188,3.306,4.259,3.275,3.418,3.132,3.594,3.958
GO000012-F2,COMO DMSO,COMO DMSO-Arena 2-07312020-1135,4.407,4.424,4.261,3.718,4.827,4.639,4.472,4.691,3.875,3.88,4.106,4.341,3.879,4.491,4.094,4.151,3.948,4.03,4.039,4.75,4.416,4.26,7.946,7.601,6.302,5.151,5.073,5.106,4.537
GO000012-F2,COMO DMSO,COMO DMSO-Arena 3-07312020-1225,4.82,5.298,5.463,5.173,5.256,5.563,6.839,4.749,5.255,5.997,5.88,5.097,5.383,5.511,4.727,4.603,4.695,4.797,4.615,5.055,5.279,4.916,5.077,4.851,4.421,5.25,4.818,5.009,4.865
GO000012-F2,COMO DMSO,COMO DMSO-Arena 3-08032020-1125,4.69,5.223,5.318,4.034,5.031,6.144,4.193,4.725,5.491,4.502,4.415,5.173,4.157,4.82,4.92,4.424,6.266,4.543,4.632,4.831,5.363,4.729,5.984,4.981,6.183,5.422,4.761,4.479,4.113
GO000012-F2,COMO DMSO,COMO DMSO-Arena 3-08032020-1238,4.738,4.81,4.445,5.017,4.818,4.208,4.047,4.314,5.239,4.267,3.92,4.397,3.972,4.332,4.366,4.665,4.163,4.35,4.477,4.908,4.848,4.64,4.911,5.021,4.66,4.575,4.82,4.11,3.58
GO000012-F2,COMO DMSO,COMO DMSO-Arena 4-07312020-131,3.985,4.011,3.951,3.932,4.313,4.128,3.474,4.194,3.467,3.488,3.628,3.211,4.212,3.059,3.889,3.449,3.111,3.366,3.671,3.289,3.118,2.861,3.112,3.053,2.816,3.032,3.348,2.912,2.842
GO000012-F2,COMO DMSO,COMO DMSO-Arena 4-08032020-1125,4.454,4.092,4.131,3.636,4.502,4.13,3.81,3.724,3.704,3.91,3.854,3.858,4.197,4.189,3.192,3.78,3.674,3.434,3.461,3.678,3.997,3.421,3.801,3.552,4.072,3.466,3.186,3.424,3.283
GO000012-F2,COMO DMSO,COMO DMSO-Arena 5-07312020-531,6.317,5.794,6.301,6.51,6.554,5.59,5.199,5.36,5.793,5.218,5.159,5.807,5.112,5.303,5.515,5.224,5.296,5.462,4.725,5.875,5.275,5.04,5.317,5.287,4.68,5.311,5.983,5.116,5.588
GO000012-F2,COMO DMSO,COMO DMSO-Arena 5-07312020-307,4.902,5.71,4.342,4.018,4.015,3.931,4.074,4.248,3.926,4.444,3.7,4.427,4.022,3.547,3.987,3.95,3.963,5.184,4.588,6.041,3.58,3.84,4.858,4.337,3.814,4.599,4.084,4.055,3.638
GO000012-F2,COMO DMSO,COMO DMSO-Arena 6-07312020-1135,6.099,5.042,6.1,3.722,5.188,4.052,5.22,4.778,3.857,4.346,4.821,5.443,4.824,4.521,4.678,4.788,5.404,6.085,5.461,5.608,5.045,5.112,5.001,3.863,3.676,4.023,7.173,5.513,4.672
GO000012-F2,COMO DMSO,COMO DMSO-Arena 7-07312020-1225,5.369,4.46,5.329,4.792,5.249,5.134,5.325,3.966,4.661,4.893,4.62,4.588,4.483,4.958,4.562,4.035,4.519,4.354,4.008,4.324,4.015,4.768,3.998,4.196,4.052,3.984,4.794,3.879,3.725
GO000012-F2,COMO DMSO,COMO DMSO-Arena 8-07312020-131,3.727,3.12,3.525,3.629,3.709,4.245,3.74,4.263,3.512,3.537,3.738,3.246,3.426,4.029,3.645,3.342,3.489,3.578,3.359,2.999,4.06,3.598,3.673,3.672,2.959,3.719,3.564,3.891,3.511
